,engNum,engVerse,ipqNum,ipqVerse
4646,act.20.20,"When I preached in public or taught in your homes, I didn't hold back from telling anything that would help you. ",act.20.20,"Iḷisimarusi aŋŋikkutiŋaitkivsi supayaamik ikayuutauyumiñaqtuamik ilivsiññun alġaqsruikama iḷisautivlusiḷu kasimakavsi, igluvsiññiḷu. "
4647,act.20.21,I told Jews and Gentiles to turn to God and have faith in our Lord Jesus.,act.20.21,"Jew-guruallu Jew-guŋitchuallu ativlugich kiliktuŋagitka isumalitqiquvlugich piḷuunmiŋniñ God-mun, suli ukpiquvlugich Ataniptiŋnun Jesus-mun. "
4648,act.20.22,"I don't know what will happen to me in Jerusalem, but I must obey God's Spirit and go there. ",act.20.22,"Aasii paŋmapak Ilitqusiġiksuam piyummiqł̣uŋa aullaaqsiruŋa Jerusalem-mun, nalugaluaŋŋaan suna piruksraq uvamnun taamani. "
4649,act.20.23,"In every city I visit, I am told by the Holy Spirit that I will be put in jail and will be in trouble in Jerusalem. ",act.20.23,Aglaan iḷisimatualuktuŋa Ilitqusiġiksuam iḷitchuġipkaŋagaaŋa iniqpapayaani tigutaaqtauniaġnivḷuŋa nagliksaaqtitauniaġnivḷuŋalu. 
4650,act.20.24," But I don't care what happens to me, as long as I finish the work the Lord Jesus gave me to do. And this work is to tell the good news about God's gift of undeserved grace.",act.20.24,"Aasii tamatkua sivuuġagiŋitkitka. Sugiŋitkigalu tuqutkaluaqpanŋa. Naatchisuktuŋa tiliraunimnik alġaqsruiñimniglu Atanġum Jesus piraksriŋammaŋa quliaqtuaġutitquvlugich iñuich tusaayugaaġiksuanik, God-mun annautiyumiñaġnivḷugich nagliktuutiqpaŋmigun."
4651,act.20.25,"I have gone from place to place, preaching to you about God's kingdom, but now I know that none of you will ever see me again. ",act.20.25,Aasii kukiḷuŋaruŋa akunnavsiññi alġaqsruutigivlugu God-im atanniqsimmataa iñuŋnun. Paŋmapak uvva iḷisimaruŋa iluqasi taututqigñiaŋitkivsiŋa. 
4652,act.20.26,I tell you today I am no longer responsible for any of you! ,act.20.26,Tavraasii uqallautipiaġivsi uvlupak patchisauyumiñaiññiḷuŋa nalliqsi annaurrauyumiñaiññiqpan. 
4653,act.20.27,I have told you everything God wants you to know. ,act.20.27,Qanuq aŋŋikkutiŋaitkivsi sumik uqautigiraksramnik iluqaanik God-im iḷisimatqukkaŋanik ilivsiññun. 
4654,act.20.28,Look after yourselves and everyone the Holy Spirit has placed in your care. Be like shepherds to God's church. It is the flock he bought with the blood of his own Son.,act.20.28,"Qaunagisitchi ilivsiññun iluqaisalu ukpiqtuat, Ilitqusiġiksuam qaunagitquŋakkaŋi ilivsiññun. Qaunagisigik aŋaiyyuliqiruat God-mun, ilaan pigiliutiŋakkaŋi tuqqutaagun ilaan iġñiġmi. "
4655,act.20.29,"I know that after I am gone, others will come like fierce wolves to attack you. ",act.20.29,"Iḷisimaruŋa aullaanikkuma, iḷisaurriruat iḷumun inŋitchuanik iqsiñaqtuatun amaqqutun akunnaaġutiniaqtut ilivsiññun, aasii ukpiġutaiqsinniaġniaġaich ukpiqtuat. "
4656,act.20.30,Some of your own people will tell lies to win over the Lord's followers. ,act.20.30,Suli ilivsi nanmiñiq akunnavsiññiñ satqummiġñiaqtut iñuich uqaurriruat saglunik ukpiqtuaguruanun maliksuktitchiñiaqłutiŋ inmiŋnun. 
4657,act.20.31,Be on your guard! Remember how day and night for three years I kept warning you with tears in my eyes.,act.20.31,"Taamna pisigilugu nipuŋaitchitchi, itqaumalusi ukiuni piŋasuni nutqaŋaitchuŋa unnuakkaluami naagga uvlumi kiliktuqługu iñupayaaq tamatkunuuna qulviuġaluaŋŋaġma."
4658,act.20.32,I now place you in God's care. Remember the message about his gift of undeserved grace! This message can help you and give you what belongs to you as God's people. ,act.20.32,"Aasii paŋmapak aŋaiyyutigivsi God-mun qaunagitquvlusi, suli aŋaiyyutivlusi nagliktuutikun uqaluŋiñun suaŋasiḷaaquvlugu ukpiġutiksi iḷaŋiutiyumiñaqsiḷusi quviasaaġusianik ilaan aitchuutigisuukkaŋiñik ilaaguaqtamiñun. "
4659,act.20.33,I have never wanted anyone's money or clothes. ,act.20.33,"Kaviuġiŋaitkiga kialiqaa mania qatiqtuaq naagga kaviqsuaq, naagga annuġaaŋi. "
4660,act.20.34,You know how I have worked with my own hands to make a living for myself and my friends. ,act.20.34,Ilivsi iḷisimarusi ukuniŋa argamnik savautiqaġuuruŋa piqallasivḷuta iḷatkalu pigiraksraġikkaptiŋnik. 
4661,act.20.35,"By everything I did, I showed how you should work to help everyone who is weak. Remember that our Lord Jesus said, “More blessings come from giving than from receiving.”",act.20.35,"Tamatkunani iluqaiññi iḷisautiŋagivsi tainna iñuk savagluni ikayuiruksrautilaaŋanik piḷguitchuanik, itqaumalugich uqaluŋi Atanġum Jesus uqallaŋamman, Quvianałhaaqtuq aitchuiruni aitchuusiaqaġniġmiñ."
4662,act.20.36,"After Paul had finished speaking, he knelt down with all of them and prayed. ",act.20.36,"Tavra Paul tamatkuniŋa uqaanikami, sitquqatigiŋagai iluqaisa umialiŋnat, aasii aŋaiyyuvlutiŋ. "
4663,act.20.37,Everyone cried and hugged and kissed him. ,act.20.37,"Tavra iluqaġmiŋ qiaqpaŋarut, suli iqimmaaqługu Paul kunikł̣ugulu kutpaiŋagaat, "
4664,act.20.38,"They were especially sad because Paul had told them, “You will never see me again.” Then they went with him to the ship.",act.20.38,isumaaġutigiłhaaqługich uqaluich uqallausiġiŋakkaŋi taututqigñiaŋiññivḷuni. Tavra umiaqpaŋmuqatigiŋagaat.
4665,act.21.1,"After saying goodbye, we sailed straight to Cos. The next day we reached Rhodes and from there sailed on to Patara. ",act.21.1,"Tavra avinnapta iliŋiññiñ tiŋilġaqsiqł̣uta sivunmun ikaaŋarugut Cos-mun, aasii uvlutqiŋman tikił̣ł̣uta Rhodes-mun, aasii taavaŋŋa aullalgiññapta tikił̣ł̣uta Patara-mun. "
4666,act.21.2,"We found a ship going to Phoenicia, so we got on board and sailed off.",act.21.2,Taavrumani inimi iḷitchuġiŋarugut umiaqpaŋmik ikaaġniaqtuamik Phoenicia-mun. Tavraasii ikiŋarugut aullaqsaqłuta. 
4667,act.21.3,"We came within sight of Cyprus and then sailed south of it on to the port of Tyre in Syria, where the ship was going to unload its cargo. ",act.21.3,"Qiñiġnaqsikaptigu qikiqtaq Cyprus, uŋalaŋata tuŋaagun igliŋarugut Syria-mun. Tulaŋarugut Tyre-mi, umiaqpak niuriñiaqłuni usiamiñik. "
4668,act.21.4,We found the Lord's followers and stayed with them for a week. The Holy Spirit had told them to warn Paul not to go on to Jerusalem. ,act.21.4,"Aasii paqiłługich iḷaŋich ukpiqtuat tavraniittuat, nayuŋagivut tallimat malġuŋni uvluni. Ilitqusiġiksuam uqallaguliqsinŋagai ukpiqtuat Paul Jerusalem-muquŋił̣ł̣ugu. "
4669,act.21.5,"But when the week was over, we started on our way again. All the men, together with their wives and children, walked with us from the town to the seashore. We knelt on the beach and prayed. ",act.21.5,"Tavra uvliuġniksravut tavrani naanmata, aullaŋarugut iglausaqłuta. Iluqaġmiŋ ukpiqtuat piqatigivlugich nuliatiglu miqłiqtutiglu, qaniŋagaatigut siḷataanun iniqpaum. Tavrani sitquqłuta taġium siñaanun aŋaiyyuŋarugut suli kutpaiġutisuiqsaaqłuta avanmun. "
4670,act.21.6,"Then after saying goodbye to each other, we got into the ship, and they went back home.",act.21.6,"Tavrali uvagut ikiŋarugut umiaqpaŋmun, aasiiḷi iliŋich aisaqłutiŋ. "
4671,act.21.7,"We sailed from Tyre to Ptolemais, where we greeted the followers and stayed with them for a day. ",act.21.7,"Aullaqapta tiŋinnaaqłuta Tyre-miñ, tikiñŋarugut Ptolemais-mun. Tavrani paġlaŋagivut aniqatit nayuqługich uvlivḷuta atautchimik. "
4672,act.21.8," The next day we went to Caesarea and stayed with Philip, the preacher. He was one of the seven men who helped the apostles, ",act.21.8,"Uvlaakumman aullaŋarugut aasii tikił̣ł̣uta Caesarea-mun. Tavrani isiŋarugut igluanun Philip isumalitqiksitchiñiaqtim, aasii tukkuġivlugu. Ilaa iḷagiŋagaat tallimat malġuk aŋutit tiikaksraqtaaguŋaruat Jerusalem-mi."
4673,act.21.9,and he had four unmarried  daughters who prophesied.,act.21.9,"Aasii Philip sisamanik paniqaġniqsuaq uiñiŋaitchuanik, uqaqtauruanik God-mun. "
4674,act.21.10," We had been in Caesarea for several days, when the prophet Agabus came to us from Judea. ",act.21.10,Uvliuqtilluta uqaqtauruaq God-mun atiqaqtuaq Agabus-mik tikiñŋaruq Judea-miñ.
4675,act.21.11,"He took Paul's belt, and with it he tied up his own hands and feet. Then he told us, “The Holy Spirit says that some of the Jewish leaders in Jerusalem will tie up the man who owns this belt. They will also hand him over to the Gentiles.” ",act.21.11,"Ullakamisigut ilaan tiguŋagaa Paul tavsia aasii qiḷiqsruqługich ilaan isigaŋni argaŋniḷu, uqaqłuni, Inna uqaqtuq Ilitqusiġiksuaq, Tainnatun Jew-guruat Jerusalem-mi qiḷiqsruiñiaġaat iñuk tavsiqaqtuaq mattumiŋa aasii aitchuutigilugu Jew-guŋitchuanun. "
4676,act.21.12,"After Agabus said this, we and the followers living there begged Paul not to go to Jerusalem.",act.21.12,"Taamna tusaakaptigu, uvagullu iñuiḷḷu araŋagaluaġikput Paul Jerusalem-muquŋił̣ł̣ugu. "
4677,act.21.13,"But Paul answered, “Why are you crying and breaking my heart? I am not only willing to be put in jail for the Lord Jesus, but I am even willing to die for him in Jerusalem!”",act.21.13,"Paul kiuŋagaatigut, Suvisiuvva qiavisi isumaalluksaaqpisiŋa? Qanuq uvva itqanaitchuŋa tigutaaqtauyumiñaqłuŋa Jerusalem-mi tuqutaullatuaġumalu pisigilugu Ataniq Jesus. "
4678,act.21.14,"Since we could not get Paul to change his mind, we gave up and prayed, “Lord, please make us willing to do what you want.”",act.21.14,"Tavra payariyumiñaiññiqaptigu Paul, aġiuŋarugut aasii uqallakłuta, Pisuutaa Atanġum nalaulli. "
4679,act.21.15,Then we got ready to go to Jerusalem. ,act.21.15,Taapkua uvlut aquatigun itqanaiyarraqsiŋarugut aasii Jerusalem-muksaqłuta. 
4680,act.21.16,Some of the followers from Caesarea went with us and took us to stay in the home of Mnason. He was from Cyprus and had been a follower from the beginning.,act.21.16,"Tavra iḷaŋisa ukpiqtuat qaiŋaruat Caesarea-miñ maliŋagaatigut, aasii aggisivluta tukkuksraptiŋnun igluanun Mnason Cyprus-mium, ukpiqtuaġuŋaruaq sivulliqsigun ukpiqtuatigun."
4681,act.21.17,"When we arrived in Jerusalem, the Lord's followers gladly welcomed us. ",act.21.17,"Tikiññapta Jerusalem-mun, aniqatit paġlapiaġataŋagaatigut. "
4682,act.21.18,"Paul went with us to see James  the next day, and all the church leaders were present. ",act.21.18,"Uvlaakumman Paul piqasiŋagaatigut tautugiaqługu James, aasii umialiŋnat iluqaġmiŋ tavraniinŋarut. "
4683,act.21.19,Paul greeted them and told how God had used him to help the Gentiles. ,act.21.19,Paul paġlaqqaaqługich quliaqtuaġutiŋagai iluqapayauraŋiññik savaamigun God-im piŋaraŋiñik akunġanni Jew-guŋitchuat. 
4684,act.21.20,"Everyone who heard this praised God and said to Paul: My friend, you can see how many tens of thousands of our people have become followers! And all of them are eager to obey the Law of Moses. ",act.21.20,"Naalaktuaganikamirruŋ Paul, iluqaġmiŋ God nanġaŋagaat. Aasii Paul uqallautiŋagaat, Aniqaan, iḷisimarutin iñugiapiaġataqtut Jew-guruat ukpiliŋaruat, iliŋisa siġmaaġutigigaich pitqurat. "
4685,act.21.21,But they have been told that you are teaching those who live among the Gentiles to disobey this Law. They claim that you are telling them not to circumcise their sons or to follow our customs.,act.21.21,"Aasii iliŋich kiliktuusiaqaŋarut ilipkun iḷisaurriñivḷutin iluqaiññik Jew-guruanik akunġanni iñuuruanik Jew-guŋitchuat nunaŋiññi suksraaquvlugich pitqurat qaisauruat Moses-kun, uqautinivḷugich nalunaiñŋutchiquŋił̣ł̣ugich miqłiqtuŋich timiŋisigun, kamagiŋaiġḷugiḷḷu Jew-guruat piḷġusiŋich. "
4686,act.21.22,What should we do now that our people have heard you are here? ,act.21.22,Nalupqinaitchuamik tusaaniaqtut qaisiḷaaġnik. Aasii qanuġniaqpisa? 
4687,act.21.23," Please do what we ask, because four of our men have made special promises to God. ",act.21.23,Piiñ uqaluptigun iliŋnun. Sisamat imma maani aŋutit unniqsuqłiiŋaruat God-mun.
4688,act.21.24,Join with them and prepare yourself for the ceremony that goes with the promises. Pay the cost for their heads to be shaved. Then everyone will learn that the reports about you are not true. They will know you do obey the Law of Moses.,act.21.24,"Piqasiuttuiñ taipkunuŋa aŋutinun, salummaqsaġlutin Jew-guruat piḷġusiatiktun pitquramikkun aasii akiḷiutilugich, niaqqutiŋ saliyumiñaqsiyumagaich. Tainnaġuvsi, iluqaġmiŋ iñuich iḷitchuġiniaqtut taŋiġisilaaŋanik kiliktuusiaqtiŋ ilipkun, aglaan ilivitchauq iñuuniñiaġaatin kamagivlugich pitqurat qaisauruat Moses-kun. "
4689,act.21.25, Some while ago we told the Gentile followers what we think they should do. We instructed them not to eat anything offered to idols. They were told not to eat any meat with blood still in it or the meat of an animal that has been strangled. They were also told not to commit any terrible sexual sins.,act.21.25,"Aglaan apiġiŋitkivut Jew-guŋitchuat ukpiqtuaġuŋaruat kamagitquvlugich Jew-guruat piḷġusiŋich. Qanuq tuyuaniŋagivut niġitquŋił̣ł̣ugich niqinik ilaaguaqtauruanik iñuuraqpaŋnun, auktuquŋił̣ł̣ugiḷḷu, niġitquŋił̣ł̣ugiḷḷu niġrutinik auŋich maqinŋaitchuanik, allatuquŋił̣ł̣ugiḷḷu."
4690,act.21.26,The next day Paul took the four men with him and got himself ready at the same time they did. Then he went into the temple and told when the final ceremony would take place and when an offering would be made for each of them.,act.21.26,"Tavra Paul piŋagai taipkua aŋutit, aasii uvlaakumman salummaksaqłuni pitquratigun piqatigivlugich. Aasii ilaa isiŋaruq aŋaiyyuvikpaŋmun uqallautiyaqtuqługu aŋaiyyuliqsiqpak qakuguaglaan salummaqsaġniqtiŋ naanniaqtilaaŋanik, aasii naatpan, atausiullaalutiŋ iluqatiŋ aitchuisaġlutiŋ ikipkautinik."
4691,act.21.27,"When the period of seven days for the ceremony was almost over, some of the Jewish people from Asia saw Paul in the temple. They got a large crowd together and started attacking him. ",act.21.27,"Tallimat malġuk uvlut naatkaqsimmiullu, iḷaŋich Jews qaiŋaruat nunaaqqiŋiñiñ Asia-m, tautuŋagaat Paul aŋaiyyuvikpaum iḷuani. Tavra ilaisa tuavaallaktinŋagaich iñusalaich, aasii tigguġlukługu Paul, "
4692,act.21.28,"They were shouting, “Friends, help us! This man goes around everywhere, saying bad things about our nation and about the Law of Moses and about this temple. He has even brought shame to this holy temple by bringing in Gentiles.” ",act.21.28,"nipaalavlutiŋ, Israel-guruasii, ikayuġitchi. Uvva una iñuk iḷisaurriruaq iñuŋnik sumiḷiqaa paaqłakługich Israel-guruat, pitqurallu qaisauruat Moses-kun unalu aŋaiyyuvikpak. Aasiuvva paŋmapak qaġġirrimmiuq iḷaŋiññik Jew-guŋitchuat itqutivlugich aŋaiyyuvikpaŋmun, aasii salumaiḷivḷugu una ini ilaaguaqtauŋaruaq God-mun. "
4693,act.21.29," Some of them thought that Paul had brought Trophimus from Ephesus into the temple, because they had seen them together in the city.",act.21.29,"Taamna uqallausiġiŋagaat tautuŋavlugu Trophimus Ephesus-miu piqatigimmagu Paul-gum iniqpaŋmi, iḷimasukłutiŋ Paul-mun itqutiŋanasugalugu aŋaiyyuvikpaum iḷuanun."
4694,act.21.30,"The whole city was in an uproar, and the people turned into a mob. They grabbed Paul and dragged him out of the temple. Then suddenly the doors were shut. ",act.21.30,"Tavra iluqaġmiŋ iniqpaum iñuŋi tuavaallaŋarut, aasii iñuich aqpałłutiŋ atautchikun tigguġluŋagaat Paul aasii kaliksraqługu annisiŋagaat aŋaiyyuvikpaŋmiñ. Tavrauvvaa aŋaiyyuvikpaum upkuaŋi umiktuŋagaich. "
4695,act.21.31,The people were about to kill Paul when the Roman army commander heard that all Jerusalem was starting to riot. ,act.21.31,"Tavra tuavaalaruat tuqunniaqsaaqsimmigaallu Paul, iḷitchuġipkaŋagaat atanauraŋat Rome-miut aŋuyaktiŋisa, iluqaġmiŋ Jerusalem iñuŋi tuavaallaŋnivḷugich. "
4696,act.21.32,"So he quickly took some soldiers and officers and ran to where the crowd had gathered. As soon as the mob saw the commander and soldiers, they stopped beating Paul. ",act.21.32,"Tavrauvvaa ilaan aullautiŋagai aŋuyaktit atanauraŋiḷḷu aasii upaktuqługich tuqługich iñusalaich. Tavra pialaruat iñuich, tautukamirruŋ atanauraŋat aŋuyaktit aŋuyaktiŋiḷu, Paul anaumiŋaiŋagaat. "
4697,act.21.33,The army commander went over and arrested him and had him bound with two chains. Then he tried to find out who Paul was and what he had done. ,act.21.33,"Tavra aŋuyaktit atanauraŋata ullakługu Paul, tigutaaŋagaa piraksriivḷuni qiḷiqsruitquvlugu malġuiñik kalimñanik. Tavra ilaan apiġiŋagai iñusalaich, Kiñauvvauna iñuk? Suniglu piŋava? "
4698,act.21.34,"Part of the crowd shouted one thing, and part of them shouted something else. But they were making so much noise that the commander could not find out a thing. Then he ordered Paul to be taken into the fortress. ",act.21.34,"Iñuich iḷaŋich kasimaruaniñ saqłaŋarut qanuġliqaa. Tuavaalavaił̣ł̣utiŋ atanauraŋat aŋuyaktit iḷitchuġillaiġutiŋaruq suna pipiaqtilaaŋanik. Tavraasii piraksriŋagai iñuŋni, tigulugu Paul aŋuyaktit igluannuutitquvlugu. "
4699,act.21.35,"As they reached the steps, the crowd became so wild that the soldiers had to lift Paul up and carry him. ",act.21.35,"Tikiññamiŋ igluqpaum tutipqiŋiñun, aŋuyaktit kivikataŋagaat unnii Paul iñuich piaqłuktaliqpaił̣ł̣utiŋ. "
4700,act.21.36,"The crowd followed and kept shouting, “Kill him! Kill him!”",act.21.36,"Qanuq piaqłuktaliqsuat iñuich maliqataqługu saqłaŋarut, Tuqutauli."
4701,act.21.37,"When Paul was about to be taken into the fortress, he asked the commander, “Can I say something to you?” “How do you know Greek?” the commander asked. ",act.21.37,"Tavra Paul itqutisaġmanni aŋuyaktit igluŋiññun, uqallautiŋagaa aŋuyaktit atanauraŋat, Uqallautillakkumiñaqpigiñ. Ilaan apiġiŋagaa, Uqayuvich Greek-tun? "
4702,act.21.38,"“Aren't you that Egyptian who started a riot not long ago and led 4,000 terrorists into the desert?”",act.21.38,"Egypt-miuguŋitpich taimña qaŋaqqammiuraq piallaktitchiruaq akiḷḷiḷiqsuunmik, aullativlugich nunagluktuamun 4,000 iññuqłuich satkuliraqługich? "
4703,act.21.39,"“No!” Paul replied. “I am a Jew from Tarsus, an important city in Cilicia. Please let me speak to the crowd.”",act.21.39,"Tavra Paul kiuŋagaa, Uvaŋa Jew-guruŋa aniŋaruŋa Tarsus-mi Cilicia-miittuami, iḷauvluŋa nuimaruamun iniqpaŋmun. Uqallakkumiñaqpik iñuŋnun? "
4704,act.21.40,"The commander told him he could speak, so Paul stood on the steps and motioned to the people. When they were quiet, he spoke to them in Aramaic:",act.21.40,"Aŋuyaktit atanauraŋata uqallakkumiñaqsiŋagaa. Tavra Paul makinŋaruq tunmiqqanun, aasii urriqavluni argaŋmiñik iñuŋnun. Iñuich nipaiġmata Paul uqallautiŋagai Hebrew-tun."
4705,act.22.1,"“My friends and leaders of our nation, listen as I explain what happened!” ",act.22.1,"Aniqatiit aapauruallu, naalaġnisiŋa patchisaiññiaġnipkun sivuqqavsiññi. "
4706,act.22.2,"When the crowd heard Paul speak to them in Aramaic, they became even quieter. Then Paul said:",act.22.2,"Tavra tusaakamirruŋ uqallautimmatiŋ Hebrew-tun uqaqłuni, nipaimmaġiksaaŋarut. Aasii Paul uqallaŋaruq. "
4707,act.22.3," I am a Jew, born in the city of Tarsus in Cilicia. But I grew up here in Jerusalem where I was a student of Gamaliel and was taught to follow every single law of our ancestors. In fact, I was just as eager to obey God as any of you are today.",act.22.3,"Uvaŋa Jew-guruŋa, aniŋaruŋa Tarsus-mi Cilicia-miittuami, aglaan iñuguqłuŋa uvani Jerusalem-mi, iḷisaurriqaqłuŋa Gamaliel-mik. Iḷisaurrusiaqaqłuŋa tuvraipiaġatallaŋnikun pitquraŋiññik maŋŋuupta, suli kipiġniupiaġataqłuŋaptauq ilivsisun iviġagukługu God."
4708,act.22.4," I made trouble for everyone who followed the Lord's Way,  and I even had some of them killed. I had others arrested and put in jail. I didn't care if they were men or women. ",act.22.4,"Sivuani nagliksaaqtitchuuŋagitka iñuich tuqunniallavlugich ukpiqtuat Jesus-mun, tigutaaqługich aŋutillu aġnallu tigutaaġviŋmun."
4709,act.22.5,"The high priest and all the council members can tell you this is true. They even gave me letters to the Jewish leaders in Damascus, so that I could arrest people there and bring them to Jerusalem to be punished.",act.22.5,"Aŋaiyyuliqsiqpaich qaukłiat iluqaġmiglu uqaqsitaaqtitchirit arguanaiġumiñaġaat iḷumun uqaqtilaaġa. Iliŋiññiñ aitchuusiaqaŋaruŋa tuyuutinik aniqatinun Jew-guruanun Damascus-miittuanun. Aasii iglauŋaruŋa tigutaaġiaqługich Jesus-mun ukpiqtuat, qiḷiqsruiḷugich Jerusalem-muutisukługich tatavsaqtautqulugich."
4710,act.22.6," One day about noon I was getting close to Damascus, when a bright light from heaven suddenly flashed around me. ",act.22.6,"Iglaullaġma qallimmiuŋalu Damascus-mun, uvluq qitiqqaqpalliġmiuġlu qaumaniqpak qiḷaŋmiñ tavraŋŋatchiaq qaummaġiksinŋaruq avatimnun. "
4711,act.22.7,"I fell to the ground and heard a voice asking, “Saul, Saul, why are you so cruel to me?”",act.22.7,"Tavra ulġuŋaruŋa nunamun aasii tusaavluŋa nipimik uqallaktuamik uvamnun, Saul, Saul, summan nagliksaaqtitpiŋa? "
4712,act.22.8,"“Who are you?” I answered. The Lord replied, “I am Jesus from Nazareth! I am the one you are so cruel to.” ",act.22.8,"Aasii kiuŋagiga, Kiuvich ququularuatiin uvamnik? Ilaalli kiuŋagaaŋa, Jesus-guruŋa Nazareth-miu nagliksaaqtitaġma. "
4713,act.22.9,"Those who were traveling with me saw the light, but did not hear the voice.",act.22.9,Tamatkuali tuvaaqatigikkaġma tautuŋagaluaġaat qaummaq aglaan tusaaŋaitkaat nipaa uqaqtuam uvamnun. 
4714,act.22.10,"I asked, “Lord, what do you want me to do?” Then he told me, “Get up and go to Damascus. When you get there, you will be told what to do.” ",act.22.10,"Tavra apiġiŋagiga, Suniaqpik uvaŋa Ataniiq? Tavra Atanġum uqallautiŋagaaŋa, Makillutin, Damascus-mugiñ. Taamani uqallautiniaġaatin supayaanik God-im piraksriutiŋiñik iliŋnun. "
4715,act.22.11,The light had been so bright that I couldn't see. And the others had to lead me by the hand to Damascus.,act.22.11,"Tavra tautuksiḷḷaiġñiqama qaummaġikpaił̣ł̣uni taimña qaumaniq, tasirriutiŋagaanŋa iglauqatiŋma aullativluŋa Damascus-mun."
4716,act.22.12,"In that city there was a man named Ananias, who faithfully obeyed the Law of Moses and was well liked by all the Jewish people living there. ",act.22.12,"Tavraniinŋaruq iñuk atiqaqtuaq Ananias, god-tiliqiruaq kamagivlugich pitquravut isumakkusiaqaġluataqłuniḷu iluqaiññiñ Jew-guruaniñ iñuuruaniñ Damascus-mi. "
4717,act.22.13,"He came to me and said, “Saul, my friend, you can now see again!” At once I could see. ",act.22.13,"Ullautiŋaruq uvamnun, aasii makiłłuni saniqqamnun uqallautiŋagaaŋa, Aniqaan Saul, tautullasiiñ. Tavra tavrauvvaa tautullasiŋaruŋa aasii qiviaqługu. "
4718,act.22.14,"Then Ananias told me, “The God that our ancestors worshiped has chosen you to know what he wants done. He has chosen you to see the One Who Obeys God  and to hear his voice. ",act.22.14,"Tavra ilaan uqallautiŋagaaŋa, God-iŋata maŋŋuupta piksraqtaaġiŋagaatin iḷitchuġitquvlutin pisuunmiñik, tautuquvlugu piḷuutaitchuaq Kivgani, suli tusaatquvlugu ilaan nipaa. "
4719,act.22.15,You must tell everyone what you have seen and heard. ,act.22.15,"Aasii taamna tautuŋakkan tusaaŋakkallu uqautimmatin, quliaqtuaġiniaġiñ iñupayaanun. "
4720,act.22.16,"What are you waiting for? Get up! Be baptized, and wash away your sins by praying to the Lord.”",act.22.16,"Aasiuvva paŋmapak summan utaqqivich? Makillutin paptaiqsaugiñ, aasii piḷuutitin piiqsillugich, aŋaiyyutikun ikayuqtaiḷiqilutin ilaanun."
4721,act.22.17,After this I returned to Jerusalem and went to the temple to pray. There I had a vision ,act.22.17,"Utianikama Jerusalem-mun aŋaiyyuniallaġma aŋaiyyuvikpaŋmi, qiñiqtuuraaŋaruŋa, "
4722,act.22.18,"of the Lord who said to me, “Hurry and leave Jerusalem! The people won't listen to what you say about me.”",act.22.18,"aasii tautukługu Ataniq uqallaktuaq uvamnun, Qilamiqsruġlutin aullaġasuaġiñ Jerusalem-miñ, qanuq iñuich uvani ukpiġiniaŋitkaat quliaqtuan uvapkun. "
4723,act.22.19,"I replied, “Lord, they know that in many of our synagogues I arrested and beat people who had faith in you. ",act.22.19,"Aasii kiuŋagiga, Ataniiq, iliŋich iḷisimalluataqtut aŋaiyyuvipayaani tigutaaqsisuutilaamnik anaumikł̣ugiḷḷu tamatkua ukpiqtuat iliŋnun. "
4724,act.22.20," Stephen was killed because he spoke for you, and I stood there and cheered them on. I even guarded the clothes of the men who murdered him.”",act.22.20,"Suli Stephen alġaqsruirin tuqutaumman makitaŋammiuŋa tavrani, iviġaumagivlugu tuqutauniŋa, qaunagivlugiḷḷu annuġaaŋich taapkua iñuaqtuat ilaanik."
4725,act.22.21,"But the Lord told me to go, and he promised to send me far away to the Gentiles.",act.22.21,"Tavra Atanġum uqallautiŋagaaŋa, Aullaġiñ, qanuq tiliñiaġikpiñ uŋasiksuamun Jew-guŋitchuanun."
4726,act.22.22,"The crowd listened until Paul said this. Then they started shouting, “Get rid of this man! He doesn't deserve to live.” ",act.22.22,"Taavrumuŋaaglaan uqallautaanun, iñusalaich Paul naalaġniŋagaat. Tavraasii niparraqsiŋarut nipatutilaamiktun, uqaqłutiŋ, Tuqulliuna innasiq iñuk. Qanuq iñuuruksrauŋitchuq. "
4727,act.22.23,They kept shouting. They waved their clothes around and threw dust into the air.,act.22.23,"Tavra nipaalapkaqługich annuġaamiŋniglu takuyaġaqtillugich miḷḷuutigivlugulu nunam avyua siḷamun, "
4728,act.22.24,The Roman commander ordered Paul to be taken into the fortress and beaten with a whip. He did this to find out why the people were screaming at Paul.,act.22.24,"Rome-miut aŋuyaktiŋisa atanauraŋata piraksriŋagai iñuŋni itqutitquvlugu Paul aŋuyaktit igluŋiññun, suli uqallautivlugich ipiġaqtuġlugu iḷitchuġisaquvlugich sumik Jew-guruat saqłautiqaqtilaaŋannik ilaagun. "
4729,act.22.25,"While the soldiers were tying Paul up to be beaten, he asked the officer standing there, “Is it legal to beat a Roman citizen before he has been tried in court?”",act.22.25,"Tavra qiḷiqsruiganiŋmanni akłunaanik ipiġaqtuġukługu, Paul-gum uqallautiŋagaa aŋuyaktit atanauraŋat makitaruaq tavrani, Pitqurani nalaunŋava ipiġaqtuġuvsiuŋ iñuk Rome-miunun iḷauruaq, isivġiqsauŋaiñŋaan? "
4730,act.22.26,"When the officer heard this, he went to the commander and said, “What are you doing? This man is a Roman citizen!”",act.22.26,"Aŋuyaktit atanauraŋata taamna tusaakamiuŋ, ullautiŋaruq qaukłiannun aŋuyaktit aasii uqallautivlugu, Susaġumaagaqsivich? Taamna iñuk Rome-miunun iḷauruq. "
